run_id,target_line,run_number,depth_max,xdepth_max,mul_total,relin_total,mod_switch_total,he_add_total,rotate_total,rotation_keys,relin_keys,execution_time_ms,noise,llm_benchmark_compile_time_ms
1600,3981,1,9,3,5,5,5,5,5,1,1,286.012,42,375.742
1601,3981,2,9,3,5,5,5,5,5,1,1,286.069,42,371.839
1602,3981,3,9,3,5,5,5,5,5,1,1,286.78,42,377.744
1603,3982,1,6,3,4,4,4,4,4,1,1,285.976,41,157.048
1604,3982,2,6,3,4,4,4,4,4,1,1,286.699,42,153.257
1605,3982,3,6,3,4,4,4,4,4,1,1,286.598,42,153.053
1606,3983,1,3,1,3,3,3,3,3,0,1,286.528,42,182.931
1607,3983,2,3,1,3,3,3,3,3,0,1,286.647,42,167.598
1608,3983,3,3,1,3,3,3,3,3,0,1,286.158,41,166.991
1609,3984,1,5,2,14,14,14,14,14,0,1,286.696,41,158.589
1610,3984,2,5,2,14,14,14,14,14,0,1,285.99,42,159.299
1611,3984,3,5,2,14,14,14,14,14,0,1,288.036,41,173.987
1612,3985,1,5,2,5,5,5,5,5,0,1,286.072,41,596.671
1613,3985,2,5,2,5,5,5,5,5,0,1,286.638,42,588.088
1614,3985,3,5,2,5,5,5,5,5,0,1,286.875,41,589.043
1615,3986,1,5,2,3,3,3,3,3,1,1,287.076,42,186.276
1616,3986,2,5,2,3,3,3,3,3,1,1,286.732,42,187.353
1617,3986,3,5,2,3,3,3,3,3,1,1,286.635,41,185.28
1618,3987,1,5,2,3,3,3,3,3,1,1,286.659,42,586.971
1619,3987,2,5,2,3,3,3,3,3,1,1,286.43,42,588.736
1620,3987,3,5,2,3,3,3,3,3,1,1,286.89,42,585.48
1621,3988,1,6,1,24,24,24,24,24,0,1,286.76,42,148.199
1622,3988,2,6,1,24,24,24,24,24,0,1,286.866,41,150.09
1623,3988,3,6,1,24,24,24,24,24,0,1,286.093,41,147.695
1624,3989,1,6,2,19,19,19,19,19,0,1,287.099,41,149.076
1625,3989,2,6,2,19,19,19,19,19,0,1,286.158,41,149.682
1626,3989,3,6,2,19,19,19,19,19,0,1,285.843,42,250.03
1627,3990,1,5,2,3,3,3,3,3,1,1,286.205,42,162.107
1628,3990,2,5,2,3,3,3,3,3,1,1,286.399,42,163.418
1629,3990,3,5,2,3,3,3,3,3,1,1,286.746,42,163.578
1630,3991,1,4,1,8,8,8,8,8,0,1,286.816,41,149.082
1631,3991,2,4,1,8,8,8,8,8,0,1,286.975,42,151.867
1632,3991,3,4,1,8,8,8,8,8,0,1,286.113,42,150.638
1633,3992,1,6,2,8,8,8,8,8,0,1,286.605,42,193.446
1634,3992,2,6,2,8,8,8,8,8,0,1,286.51,42,200.467
1635,3992,3,6,2,8,8,8,8,8,0,1,286.148,41,196.631
1636,3993,1,7,2,7,7,7,7,7,4,1,286.668,41,180.347
1637,3993,2,7,2,7,7,7,7,7,4,1,286.666,42,178.619
1638,3993,3,7,2,7,7,7,7,7,4,1,286.067,42,242.618
1639,3994,1,4,2,2,2,2,2,2,1,1,286.36,41,148.912
1640,3994,2,4,2,2,2,2,2,2,1,1,286.136,42,146.053
1641,3994,3,4,2,2,2,2,2,2,1,1,285.919,42,159.343
1642,3995,1,6,2,7,7,7,7,7,1,1,286.91,42,152.963
1643,3995,2,6,2,7,7,7,7,7,1,1,286.109,42,163.889
1644,3995,3,6,2,7,7,7,7,7,1,1,286.639,41,153.613
1645,3996,1,7,2,9,9,9,9,9,1,1,286.539,42,269.979
1646,3996,2,7,2,9,9,9,9,9,1,1,286.239,42,270.936
1647,3996,3,7,2,9,9,9,9,9,1,1,286.344,41,270.14
1648,3997,1,8,3,4,4,4,4,4,1,1,286.766,41,221.813
1649,3997,2,8,3,4,4,4,4,4,1,1,287.257,41,219.457
1650,3997,3,8,3,4,4,4,4,4,1,1,287.077,41,220.822
1651,3998,1,5,2,7,7,7,7,7,0,1,286.819,42,593.979
1652,3998,2,5,2,7,7,7,7,7,0,1,286.759,41,593.469
1653,3998,3,5,2,7,7,7,7,7,0,1,286.186,41,589.313
1654,3999,1,8,4,18,18,18,18,18,0,1,286.68,42,8562.07
1655,3999,2,8,4,18,18,18,18,18,0,1,286.585,42,8518.68
1656,3999,3,8,4,18,18,18,18,18,0,1,286.811,42,8614.02
1657,4000,1,5,1,3,3,3,3,3,1,1,286.757,41,655.492
1658,4000,2,5,1,3,3,3,3,3,1,1,286.209,42,647.059
1659,4000,3,5,1,3,3,3,3,3,1,1,286.022,42,655.362
1660,4001,1,7,2,50,50,50,50,50,0,1,286.224,41,165.059
1661,4001,2,7,2,50,50,50,50,50,0,1,286.067,42,161.7
1662,4001,3,7,2,50,50,50,50,50,0,1,286.838,42,163.622
1663,4002,1,6,2,8,8,8,8,8,0,1,286.687,42,272.745
1664,4002,2,6,2,8,8,8,8,8,0,1,286.96,42,269.055
1665,4002,3,6,2,8,8,8,8,8,0,1,286.127,42,269.805
1666,4003,1,7,3,8,8,8,8,8,0,1,286.494,42,1910.17
1667,4003,2,7,3,8,8,8,8,8,0,1,285.923,42,1855.68
1668,4003,3,7,3,8,8,8,8,8,0,1,286.774,42,1903.4
1669,4004,1,3,1,3,3,3,3,3,0,1,286.544,42,159.06
1670,4004,2,3,1,3,3,3,3,3,0,1,286.126,41,160.62
1671,4004,3,3,1,3,3,3,3,3,0,1,286.225,42,161.604
1672,4005,1,6,2,6,6,6,6,6,0,1,286.729,42,194.185
1673,4005,2,6,2,6,6,6,6,6,0,1,286.474,42,192.845
1674,4005,3,6,2,6,6,6,6,6,0,1,285.984,42,190.009
1675,4006,1,7,3,9,9,9,9,9,0,1,286.65,41,577.067
1676,4006,2,7,3,9,9,9,9,9,0,1,286.702,41,590.547
1677,4006,3,7,3,9,9,9,9,9,0,1,286.456,41,594.703
1678,4007,1,6,2,4,4,4,4,4,1,1,286.859,41,1714.35
1679,4007,2,6,2,4,4,4,4,4,1,1,286.751,41,1747.83
1680,4007,3,6,2,4,4,4,4,4,1,1,286.974,42,1712.48
1681,4008,1,,,,,,,,,,,,
1682,4008,2,,,,,,,,,,,,
1683,4008,3,,,,,,,,,,,,
1684,4009,1,7,2,43,43,43,43,43,0,1,286.42,42,154.327
1685,4009,2,7,2,43,43,43,43,43,0,1,287.29,41,152.869
1686,4009,3,7,2,43,43,43,43,43,0,1,288.637,41,155.268
1687,4010,1,4,2,5,5,5,5,5,0,1,286.952,42,197.784
1688,4010,2,4,2,5,5,5,5,5,0,1,286.95,42,198.674
1689,4010,3,4,2,5,5,5,5,5,0,1,287.233,42,198.297
1690,4011,1,4,2,2,2,2,2,2,1,1,286.845,41,187.903
1691,4011,2,4,2,2,2,2,2,2,1,1,286.44,42,189.187
1692,4011,3,4,2,2,2,2,2,2,1,1,287.384,42,188.18
1693,4012,1,4,2,3,3,3,3,3,0,1,286.714,41,170.123
1694,4012,2,4,2,3,3,3,3,3,0,1,287.19,42,168.389
1695,4012,3,4,2,3,3,3,3,3,0,1,287.181,41,170.2
1696,4013,1,8,2,10,10,10,10,10,0,1,287.05,42,1681.46
1697,4013,2,8,2,10,10,10,10,10,0,1,287.04,41,1675.28
1698,4013,3,8,2,10,10,10,10,10,0,1,286.356,42,1664.88
1699,4014,1,7,3,14,14,14,14,14,0,1,287.841,42,274.709
1700,4014,2,7,3,14,14,14,14,14,0,1,286.507,42,279.024
1701,4014,3,7,3,14,14,14,14,14,0,1,288.345,42,272.651
1702,4015,1,8,3,12,12,12,12,12,0,1,286.946,42,624.766
1703,4015,2,8,3,12,12,12,12,12,0,1,286.885,42,626.997
1704,4015,3,8,3,12,12,12,12,12,0,1,286.967,42,634.41
1705,4016,1,5,2,7,7,7,7,7,0,1,288.343,42,192.181
1706,4016,2,5,2,7,7,7,7,7,0,1,286.727,42,191.274
1707,4016,3,5,2,7,7,7,7,7,0,1,286.9,42,193.161
1708,4017,1,8,4,7,7,7,7,7,0,1,286.586,42,1932.5
1709,4017,2,8,4,7,7,7,7,7,0,1,287.322,42,1951.67
1710,4017,3,8,4,7,7,7,7,7,0,1,286.89,42,1962.8
1711,4018,1,5,2,9,9,9,9,9,0,1,286.656,42,290.007
1712,4018,2,5,2,9,9,9,9,9,0,1,286.169,42,290.174
1713,4018,3,5,2,9,9,9,9,9,0,1,286.116,42,293.329
1714,4019,1,7,2,12,12,12,12,12,0,1,286.742,42,266.145
1715,4019,2,7,2,12,12,12,12,12,0,1,286.989,41,267.303
1716,4019,3,7,2,12,12,12,12,12,0,1,286.429,42,269.621
1717,4020,1,6,1,5,5,5,5,5,1,1,286.619,42,149.75
1718,4020,2,6,1,5,5,5,5,5,1,1,286.153,42,150.192
1719,4020,3,6,1,5,5,5,5,5,1,1,287.539,42,162.567
1720,4021,1,7,3,3,3,3,3,3,1,1,286.688,42,274.225
1721,4021,2,7,3,3,3,3,3,3,1,1,286.293,41,276.243
1722,4021,3,7,3,3,3,3,3,3,1,1,286.621,42,272.458
1723,4022,1,4,1,12,12,12,12,12,0,1,287.149,42,161.66
1724,4022,2,4,1,12,12,12,12,12,0,1,286.678,42,145.286
1725,4022,3,4,1,12,12,12,12,12,0,1,286.746,42,142.997
1726,4023,1,8,3,19,19,19,19,19,0,1,286.36,42,1918.89
1727,4023,2,8,3,19,19,19,19,19,0,1,287.433,42,1931.0
1728,4023,3,8,3,19,19,19,19,19,0,1,286.508,41,1893.13
1729,4024,1,8,3,7,7,7,7,7,2,1,286.397,42,562.396
1730,4024,2,8,3,7,7,7,7,7,2,1,287.044,41,573.979
1731,4024,3,8,3,7,7,7,7,7,2,1,287.418,42,574.245
1732,4025,1,5,1,7,7,7,7,7,0,1,286.885,42,160.977
1733,4025,2,5,1,7,7,7,7,7,0,1,287.563,41,160.197
1734,4025,3,5,1,7,7,7,7,7,0,1,286.647,41,160.706
1735,4026,1,5,2,4,4,4,4,4,1,1,285.458,42,147.315
1736,4026,2,5,2,4,4,4,4,4,1,1,286.741,42,147.767
1737,4026,3,5,2,4,4,4,4,4,1,1,286.435,41,169.758
1738,4027,1,8,5,10,10,10,10,10,2,1,286.738,42,206.616
1739,4027,2,8,5,10,10,10,10,10,2,1,286.768,42,206.745
1740,4027,3,8,5,10,10,10,10,10,2,1,286.161,42,205.375
1741,4028,1,5,2,3,3,3,3,3,1,1,287.039,41,176.833
1742,4028,2,5,2,3,3,3,3,3,1,1,286.628,41,181.296
1743,4028,3,5,2,3,3,3,3,3,1,1,286.974,42,178.846
1744,4029,1,7,3,9,9,9,9,9,0,1,286.433,42,584.621
1745,4029,2,7,3,9,9,9,9,9,0,1,286.196,42,587.926
1746,4029,3,7,3,9,9,9,9,9,0,1,286.819,42,586.26
1747,4030,1,9,3,5,5,5,5,5,1,1,286.242,42,311.534
1748,4030,2,9,3,5,5,5,5,5,1,1,286.748,41,310.756
1749,4030,3,9,3,5,5,5,5,5,1,1,286.886,41,314.642
1750,4031,1,11,5,18,18,18,18,18,3,1,286.34,41,1929.14
1751,4031,2,11,5,18,18,18,18,18,3,1,287.985,42,1970.98
1752,4031,3,11,5,18,18,18,18,18,3,1,286.628,42,1934.59
1753,4032,1,7,2,5,5,5,5,5,1,1,286.225,42,657.195
1754,4032,2,7,2,5,5,5,5,5,1,1,286.398,42,653.691
1755,4032,3,7,2,5,5,5,5,5,1,1,286.789,42,647.945
1756,4033,1,8,3,14,14,14,14,14,0,1,286.777,41,14843.9
1757,4033,2,8,3,14,14,14,14,14,0,1,286.519,42,15314.2
1758,4033,3,8,3,14,14,14,14,14,0,1,286.033,42,15012.2
1759,4034,1,6,2,7,7,7,7,7,1,1,286.856,41,153.825
1760,4034,2,6,2,7,7,7,7,7,1,1,286.232,41,153.529
1761,4034,3,6,2,7,7,7,7,7,1,1,286.858,41,155.804
1762,4035,1,4,2,3,3,3,3,3,0,1,287.023,41,343.974
1763,4035,2,4,2,3,3,3,3,3,0,1,286.109,42,339.681
1764,4035,3,4,2,3,3,3,3,3,0,1,286.01,42,340.19
1765,4036,1,6,2,3,3,3,3,3,1,1,286.233,41,785.25
1766,4036,2,6,2,3,3,3,3,3,1,1,286.52,41,783.843
1767,4036,3,6,2,3,3,3,3,3,1,1,286.488,42,762.36
1768,4037,1,6,2,21,21,21,21,21,0,1,286.444,42,147.757
1769,4037,2,6,2,21,21,21,21,21,0,1,286.786,41,165.696
1770,4037,3,6,2,21,21,21,21,21,0,1,287.056,42,146.384
1771,4038,1,5,2,2,2,2,2,2,1,1,286.28,42,190.77
1772,4038,2,5,2,2,2,2,2,2,1,1,286.607,41,184.162
1773,4038,3,5,2,2,2,2,2,2,1,1,286.62,42,184.104
1774,4039,1,9,4,9,9,9,9,9,0,1,286.602,42,16107.0
1775,4039,2,9,4,9,9,9,9,9,0,1,286.666,42,16001.6
1776,4039,3,9,4,9,9,9,9,9,0,1,286.262,41,15864.2
1777,4040,1,7,1,31,31,31,31,31,0,1,286.427,42,148.375
1778,4040,2,7,1,31,31,31,31,31,0,1,286.15,42,148.39
1779,4040,3,7,1,31,31,31,31,31,0,1,286.416,42,147.99
1780,4041,1,7,1,27,27,27,27,27,0,1,287.09,42,153.796
1781,4041,2,7,1,27,27,27,27,27,0,1,286.462,42,155.6
1782,4041,3,7,1,27,27,27,27,27,0,1,286.771,41,155.386
1783,4042,1,5,2,6,6,6,6,6,0,1,286.435,42,263.292
1784,4042,2,5,2,6,6,6,6,6,0,1,287.273,42,261.717
1785,4042,3,5,2,6,6,6,6,6,0,1,286.618,42,262.82
1786,4043,1,7,2,11,11,11,11,11,0,1,286.969,42,481.742
1787,4043,2,7,2,11,11,11,11,11,0,1,286.994,42,492.361
1788,4043,3,7,2,11,11,11,11,11,0,1,286.868,42,477.059
1789,4044,1,5,2,3,3,3,3,3,1,1,286.446,41,248.266
1790,4044,2,5,2,3,3,3,3,3,1,1,286.783,42,250.479
1791,4044,3,5,2,3,3,3,3,3,1,1,286.94,41,251.098
1792,4045,1,7,3,3,3,3,3,3,1,1,287.047,42,163.473
1793,4045,2,7,3,3,3,3,3,3,1,1,287.157,41,163.339
1794,4045,3,7,3,3,3,3,3,3,1,1,286.835,42,164.19
1795,4046,1,4,2,4,4,4,4,4,0,1,286.395,42,193.999
1796,4046,2,4,2,4,4,4,4,4,0,1,286.908,42,194.721
1797,4046,3,4,2,4,4,4,4,4,0,1,288.003,42,192.222
1798,4047,1,9,3,11,11,11,11,11,0,1,286.036,41,10635.8
1799,4047,2,9,3,11,11,11,11,11,0,1,286.237,41,10725.6
1800,4047,3,9,3,11,11,11,11,11,0,1,286.084,42,10806.3
1801,4048,1,7,3,12,12,12,12,12,1,1,286.46,42,169.066
1802,4048,2,7,3,12,12,12,12,12,1,1,286.937,41,169.542
1803,4048,3,7,3,12,12,12,12,12,1,1,285.921,42,170.852
1804,4049,1,6,2,7,7,7,7,7,1,1,285.941,42,575.855
1805,4049,2,6,2,7,7,7,7,7,1,1,286.978,41,564.723
1806,4049,3,6,2,7,7,7,7,7,1,1,286.345,42,575.574
1807,4050,1,4,2,4,4,4,4,4,0,1,286.355,42,218.155
1808,4050,2,4,2,4,4,4,4,4,0,1,286.946,42,219.981
1809,4050,3,4,2,4,4,4,4,4,0,1,286.82,42,232.689
1810,4051,1,6,2,5,5,5,5,5,1,1,286.243,41,580.373
1811,4051,2,6,2,5,5,5,5,5,1,1,286.238,42,582.235
1812,4051,3,6,2,5,5,5,5,5,1,1,286.643,41,574.434
1813,4052,1,6,1,15,15,15,15,15,0,1,286.076,41,147.709
1814,4052,2,6,1,15,15,15,15,15,0,1,286.183,42,146.239
1815,4052,3,6,1,15,15,15,15,15,0,1,286.896,42,152.506
1816,4053,1,8,3,4,4,4,4,4,1,1,286.583,42,207.952
1817,4053,2,8,3,4,4,4,4,4,1,1,286.331,41,206.997
1818,4053,3,8,3,4,4,4,4,4,1,1,287.085,42,207.162
1819,4054,1,6,2,11,11,11,11,11,0,1,286.12,41,168.316
1820,4054,2,6,2,11,11,11,11,11,0,1,286.207,41,172.509
1821,4054,3,6,2,11,11,11,11,11,0,1,285.984,42,171.191
1822,4055,1,5,1,3,3,3,3,3,1,1,286.002,42,471.546
1823,4055,2,5,1,3,3,3,3,3,1,1,286.437,42,470.526
1824,4055,3,5,1,3,3,3,3,3,1,1,285.905,42,497.7
1825,4056,1,7,3,9,9,9,9,9,0,1,286.72,41,275.312
1826,4056,2,7,3,9,9,9,9,9,0,1,286.129,42,275.049
1827,4056,3,7,3,9,9,9,9,9,0,1,287.171,42,274.845
1828,4057,1,7,2,6,6,6,6,6,2,1,286.574,42,238.407
1829,4057,2,7,2,6,6,6,6,6,2,1,286.788,42,160.705
1830,4057,3,7,2,6,6,6,6,6,2,1,286.095,41,158.901
1831,4058,1,9,3,12,12,12,12,12,0,1,286.549,42,7273.97
1832,4058,2,9,3,12,12,12,12,12,0,1,286.642,42,7474.63
1833,4058,3,9,3,12,12,12,12,12,0,1,286.735,42,7313.62
1834,4059,1,5,2,5,5,5,5,5,1,1,286.849,42,300.735
1835,4059,2,5,2,5,5,5,5,5,1,1,286.751,42,283.801
1836,4059,3,5,2,5,5,5,5,5,1,1,285.727,42,286.816
1837,4060,1,6,2,9,9,9,9,9,0,1,286.575,42,279.877
1838,4060,2,6,2,9,9,9,9,9,0,1,285.93,42,274.978
1839,4060,3,6,2,9,9,9,9,9,0,1,286.936,42,278.918
1840,4061,1,6,2,5,5,5,5,5,1,1,287.123,41,487.253
1841,4061,2,6,2,5,5,5,5,5,1,1,286.768,42,487.758
1842,4061,3,6,2,5,5,5,5,5,1,1,286.913,41,490.063
1843,4062,1,7,2,7,7,7,7,7,1,1,287.086,42,162.21
1844,4062,2,7,2,7,7,7,7,7,1,1,286.68,42,162.656
1845,4062,3,7,2,7,7,7,7,7,1,1,286.528,42,163.709
1846,4063,1,6,2,8,8,8,8,8,1,1,286.393,41,149.665
1847,4063,2,6,2,8,8,8,8,8,1,1,286.89,42,152.924
1848,4063,3,6,2,8,8,8,8,8,1,1,286.589,41,157.951
1849,4064,1,5,2,3,3,3,3,3,1,1,288.311,41,193.891
1850,4064,2,5,2,3,3,3,3,3,1,1,286.938,42,175.986
1851,4064,3,5,2,3,3,3,3,3,1,1,286.76,42,179.739
1852,4065,1,3,1,3,3,3,3,3,0,1,286.89,41,203.563
1853,4065,2,3,1,3,3,3,3,3,0,1,286.818,42,201.349
1854,4065,3,3,1,3,3,3,3,3,0,1,286.353,42,201.726
1855,4066,1,4,1,2,2,2,2,2,1,1,286.798,41,190.538
1856,4066,2,4,1,2,2,2,2,2,1,1,287.635,41,200.598
1857,4066,3,4,1,2,2,2,2,2,1,1,286.02,42,310.804
1858,4067,1,3,2,2,2,2,2,2,0,1,286.485,42,215.829
1859,4067,2,3,2,2,2,2,2,2,0,1,286.455,41,214.118
1860,4067,3,3,2,2,2,2,2,2,0,1,286.824,41,215.799
1861,4068,1,4,2,5,5,5,5,5,0,1,286.664,41,301.112
1862,4068,2,4,2,5,5,5,5,5,0,1,286.734,42,303.066
1863,4068,3,4,2,5,5,5,5,5,0,1,286.018,42,301.007
1864,4069,1,7,1,27,27,27,27,27,0,1,286.567,42,168.497
1865,4069,2,7,1,27,27,27,27,27,0,1,286.439,42,150.027
1866,4069,3,7,1,27,27,27,27,27,0,1,286.001,42,151.494
1867,4070,1,6,2,3,3,3,3,3,1,1,287.0,42,260.252
1868,4070,2,6,2,3,3,3,3,3,1,1,286.63,42,261.857
1869,4070,3,6,2,3,3,3,3,3,1,1,286.435,41,257.892
1870,4071,1,10,5,17,17,17,17,17,0,1,286.843,41,15572.8
1871,4071,2,10,5,17,17,17,17,17,0,1,286.923,41,15501.1
1872,4071,3,10,5,17,17,17,17,17,0,1,287.175,42,15631.5
1873,4072,1,6,3,5,5,5,5,5,0,1,286.801,41,237.606
1874,4072,2,6,3,5,5,5,5,5,0,1,286.297,42,232.546
1875,4072,3,6,3,5,5,5,5,5,0,1,287.091,41,233.172
1876,4073,1,4,1,4,4,4,4,4,0,1,286.745,42,173.899
1877,4073,2,4,1,4,4,4,4,4,0,1,286.101,42,176.641
1878,4073,3,4,1,4,4,4,4,4,0,1,286.866,42,176.298
1879,4074,1,4,1,4,4,4,4,4,0,1,286.694,42,163.251
1880,4074,2,4,1,4,4,4,4,4,0,1,286.821,42,159.008
1881,4074,3,4,1,4,4,4,4,4,0,1,286.771,42,159.171
1882,4075,1,7,2,13,13,13,13,13,0,1,286.681,41,637.491
1883,4075,2,7,2,13,13,13,13,13,0,1,286.815,42,651.219
1884,4075,3,7,2,13,13,13,13,13,0,1,286.257,41,640.097
1885,4076,1,7,1,27,27,27,27,27,0,1,286.722,42,156.103
1886,4076,2,7,1,27,27,27,27,27,0,1,286.696,42,154.221
1887,4076,3,7,1,27,27,27,27,27,0,1,286.612,42,157.444
1888,4077,1,7,2,6,6,6,6,6,1,1,286.88,42,2979.57
1889,4077,2,7,2,6,6,6,6,6,1,1,286.131,41,3014.2
1890,4077,3,7,2,6,6,6,6,6,1,1,286.169,42,3050.1
1891,4078,1,7,1,26,26,26,26,26,0,1,285.671,42,159.271
1892,4078,2,7,1,26,26,26,26,26,0,1,285.855,42,274.267
1893,4078,3,7,1,26,26,26,26,26,0,1,286.278,42,157.965
1894,4079,1,6,1,27,27,27,27,27,0,1,286.173,42,160.925
1895,4079,2,6,1,27,27,27,27,27,0,1,286.077,42,154.184
1896,4079,3,6,1,27,27,27,27,27,0,1,286.664,42,168.422
1897,4080,1,5,3,3,3,3,3,3,1,1,286.968,42,156.504
1898,4080,2,5,3,3,3,3,3,3,1,1,286.094,41,160.117
1899,4080,3,5,3,3,3,3,3,3,1,1,286.673,42,154.184
1900,4081,1,4,1,2,2,2,2,2,1,1,286.377,42,269.066
1901,4081,2,4,1,2,2,2,2,2,1,1,286.583,42,268.708
1902,4081,3,4,1,2,2,2,2,2,1,1,286.166,42,270.855
1903,4082,1,7,2,5,5,5,5,5,1,1,286.047,42,321.112
1904,4082,2,7,2,5,5,5,5,5,1,1,285.971,42,196.09
1905,4082,3,7,2,5,5,5,5,5,1,1,286.58,42,201.604
1906,4083,1,6,2,8,8,8,8,8,0,1,286.699,41,275.625
1907,4083,2,6,2,8,8,8,8,8,0,1,286.536,42,277.234
1908,4083,3,6,2,8,8,8,8,8,0,1,286.446,42,271.742
1909,4084,1,3,1,3,3,3,3,3,0,1,286.191,41,163.496
1910,4084,2,3,1,3,3,3,3,3,0,1,286.013,42,161.428
1911,4084,3,3,1,3,3,3,3,3,0,1,286.099,42,178.353
1912,4085,1,5,2,7,7,7,7,7,0,1,286.576,41,172.949
1913,4085,2,5,2,7,7,7,7,7,0,1,286.747,42,173.108
1914,4085,3,5,2,7,7,7,7,7,0,1,286.854,42,175.183
1915,4086,1,7,3,12,12,12,12,12,0,1,286.51,41,275.789
1916,4086,2,7,3,12,12,12,12,12,0,1,286.214,42,279.806
1917,4086,3,7,3,12,12,12,12,12,0,1,286.646,41,276.162
1918,4087,1,5,2,3,3,3,3,3,1,1,286.693,42,147.949
1919,4087,2,5,2,3,3,3,3,3,1,1,287.139,42,148.557
1920,4087,3,5,2,3,3,3,3,3,1,1,286.736,41,148.707
1921,4088,1,4,1,2,2,2,2,2,1,1,286.262,41,155.421
1922,4088,2,4,1,2,2,2,2,2,1,1,286.826,42,161.783
1923,4088,3,4,1,2,2,2,2,2,1,1,286.132,42,153.382
1924,4089,1,7,2,8,8,8,8,8,0,1,286.564,42,435.617
1925,4089,2,7,2,8,8,8,8,8,0,1,285.847,41,438.131
1926,4089,3,7,2,8,8,8,8,8,0,1,286.566,42,452.221
1927,4090,1,8,3,5,5,5,5,5,2,1,285.957,42,184.991
1928,4090,2,8,3,5,5,5,5,5,2,1,286.672,42,184.809
1929,4090,3,8,3,5,5,5,5,5,2,1,286.902,42,187.161
1930,4091,1,6,1,25,25,25,25,25,0,1,286.01,42,155.257
1931,4091,2,6,1,25,25,25,25,25,0,1,286.163,42,152.149
1932,4091,3,6,1,25,25,25,25,25,0,1,286.344,42,151.844
1933,4092,1,5,3,3,3,3,3,3,1,1,286.0,42,274.529
1934,4092,2,5,3,3,3,3,3,3,1,1,287.219,41,270.14
1935,4092,3,5,3,3,3,3,3,3,1,1,286.204,42,271.607
1936,4093,1,7,3,9,9,9,9,9,1,1,285.941,42,275.644
1937,4093,2,7,3,9,9,9,9,9,1,1,286.919,42,269.443
1938,4093,3,7,3,9,9,9,9,9,1,1,286.659,42,273.336
1939,4094,1,5,2,4,4,4,4,4,1,1,286.187,42,147.51
1940,4094,2,5,2,4,4,4,4,4,1,1,286.371,42,148.346
1941,4094,3,5,2,4,4,4,4,4,1,1,286.838,42,165.846
1942,4095,1,7,3,6,6,6,6,6,0,1,286.667,41,666.878
1943,4095,2,7,3,6,6,6,6,6,0,1,285.776,41,673.335
1944,4095,3,7,3,6,6,6,6,6,0,1,285.972,42,668.424
1945,4096,1,4,3,3,3,3,3,3,0,1,286.013,41,150.995
1946,4096,2,4,3,3,3,3,3,3,0,1,286.664,42,146.633
1947,4096,3,4,3,3,3,3,3,3,0,1,286.767,42,148.289
1948,4097,1,8,4,10,10,10,10,10,0,1,286.749,41,776.949
1949,4097,2,8,4,10,10,10,10,10,0,1,286.739,42,772.899
1950,4097,3,8,4,10,10,10,10,10,0,1,286.007,42,775.707
1951,4098,1,4,3,9,9,9,9,9,0,1,286.865,41,186.142
1952,4098,2,4,3,9,9,9,9,9,0,1,287.025,42,185.488
1953,4098,3,4,3,9,9,9,9,9,0,1,286.176,42,184.005
1954,4099,1,7,2,41,41,41,41,41,0,1,286.911,41,158.382
1955,4099,2,7,2,41,41,41,41,41,0,1,286.026,41,173.462
1956,4099,3,7,2,41,41,41,41,41,0,1,286.786,42,157.157
1957,4100,1,7,2,4,4,4,4,4,1,1,286.404,42,168.806
1958,4100,2,7,2,4,4,4,4,4,1,1,286.516,42,166.874
1959,4100,3,7,2,4,4,4,4,4,1,1,285.978,42,166.885
1960,4101,1,6,2,9,9,9,9,9,0,1,286.672,41,296.368
1961,4101,2,6,2,9,9,9,9,9,0,1,286.658,42,296.322
1962,4101,3,6,2,9,9,9,9,9,0,1,286.628,42,291.837
1963,4102,1,5,2,4,4,4,4,4,0,1,286.874,41,354.354
1964,4102,2,5,2,4,4,4,4,4,0,1,286.618,42,351.072
1965,4102,3,5,2,4,4,4,4,4,0,1,286.716,42,354.101
1966,4103,1,5,2,4,4,4,4,4,0,1,286.864,41,158.591
1967,4103,2,5,2,4,4,4,4,4,0,1,286.018,42,159.519
1968,4103,3,5,2,4,4,4,4,4,0,1,286.682,42,160.408
1969,4104,1,5,2,7,7,7,7,7,0,1,286.392,41,721.323
1970,4104,2,5,2,7,7,7,7,7,0,1,286.639,42,750.798
1971,4104,3,5,2,7,7,7,7,7,0,1,286.503,42,734.004
1972,4105,1,5,2,3,3,3,3,3,1,1,286.034,42,150.861
1973,4105,2,5,2,3,3,3,3,3,1,1,286.475,42,150.26
1974,4105,3,5,2,3,3,3,3,3,1,1,286.155,42,149.351
1975,4106,1,6,2,29,29,29,29,29,0,1,286.46,42,151.067
1976,4106,2,6,2,29,29,29,29,29,0,1,286.083,42,154.222
1977,4106,3,6,2,29,29,29,29,29,0,1,286.876,42,153.735
1978,4107,1,7,2,4,4,4,4,4,2,1,286.611,42,1590.01
1979,4107,2,7,2,4,4,4,4,4,2,1,286.25,41,1580.19
1980,4107,3,7,2,4,4,4,4,4,2,1,286.851,42,1583.62
1981,4108,1,6,3,8,8,8,8,8,0,1,287.047,42,202.531
1982,4108,2,6,3,8,8,8,8,8,0,1,286.829,42,201.457
1983,4108,3,6,3,8,8,8,8,8,0,1,286.487,42,201.628
1984,4109,1,7,4,8,8,8,8,8,2,1,286.147,41,646.202
1985,4109,2,7,4,8,8,8,8,8,2,1,286.57,41,617.949
