program_name,variant_type,op_count_or_size,poly_modulus_degree,coeff_modulus_size_bits,plain_modulus_bit_size,coeff_modulus_prime_bits_csv,depth,mul_depth,ct_ct_muls,relinearizations,rotations,ct_ct_adds,pl_ct_muls,pl_ct_adds,median_execution_time_us
ct_ct_add,scalar,80,4096,90,20,"30,30,30",80,0,0,0,0,80,0,0,2432
ct_ct_add,scalar,100,4096,90,20,"30,30,30",100,0,0,0,0,100,0,0,3037
ct_ct_add,scalar,250,4096,90,20,"30,30,30",250,0,0,0,0,250,0,0,7598
ct_ct_add,scalar,500,4096,90,20,"30,30,30",500,0,0,0,0,500,0,0,15201
ct_ct_add,scalar,750,4096,90,20,"30,30,30",750,0,0,0,0,750,0,0,22789
ct_ct_add,scalar,1000,4096,90,20,"30,30,30",1000,0,0,0,0,1000,0,0,30383
ct_ct_add,scalar,1,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,31
ct_ct_add,scalar,10,4096,90,25,"30,30,30",10,0,0,0,0,10,0,0,303
ct_ct_add,scalar,50,4096,90,25,"30,30,30",50,0,0,0,0,50,0,0,1519
ct_ct_add,scalar,80,4096,90,25,"30,30,30",80,0,0,0,0,80,0,0,2429
ct_ct_add,scalar,100,4096,90,25,"30,30,30",100,0,0,0,0,100,0,0,3037
ct_ct_add,scalar,250,4096,90,25,"30,30,30",250,0,0,0,0,250,0,0,7597
ct_ct_add,scalar,500,4096,90,25,"30,30,30",500,0,0,0,0,500,0,0,15214
ct_ct_add,scalar,750,4096,90,25,"30,30,30",750,0,0,0,0,750,0,0,22918
ct_ct_add,scalar,1000,4096,90,25,"30,30,30",1000,0,0,0,0,1000,0,0,30272
ct_ct_add,scalar,1,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,91
ct_ct_add,scalar,10,8192,130,18,"40,30,30,30",10,0,0,0,0,10,0,0,898
ct_ct_add,scalar,50,8192,130,18,"40,30,30,30",50,0,0,0,0,50,0,0,4481
ct_ct_add,scalar,80,8192,130,18,"40,30,30,30",80,0,0,0,0,80,0,0,7161
ct_ct_add,scalar,100,8192,130,18,"40,30,30,30",100,0,0,0,0,100,0,0,8949
ct_ct_add,scalar,250,8192,130,18,"40,30,30,30",250,0,0,0,0,250,0,0,22367
ct_ct_add,scalar,500,8192,130,18,"40,30,30,30",500,0,0,0,0,500,0,0,44924
ct_ct_add,scalar,750,8192,130,18,"40,30,30,30",750,0,0,0,0,750,0,0,67107
ct_ct_add,scalar,1000,8192,130,18,"40,30,30,30",1000,0,0,0,0,1000,0,0,89629
ct_ct_add,scalar,1,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,90
ct_ct_add,scalar,10,8192,130,20,"40,30,30,30",10,0,0,0,0,10,0,0,897
ct_ct_add,scalar,50,8192,130,20,"40,30,30,30",50,0,0,0,0,50,0,0,4477
ct_ct_add,scalar,80,8192,130,20,"40,30,30,30",80,0,0,0,0,80,0,0,7190
ct_ct_add,scalar,100,8192,130,20,"40,30,30,30",100,0,0,0,0,100,0,0,8955
ct_ct_add,scalar,250,8192,130,20,"40,30,30,30",250,0,0,0,0,250,0,0,22376
ct_ct_add,scalar,500,8192,130,20,"40,30,30,30",500,0,0,0,0,500,0,0,44967
ct_ct_add,scalar,750,8192,130,20,"40,30,30,30",750,0,0,0,0,750,0,0,67097
ct_ct_add,scalar,1000,8192,130,20,"40,30,30,30",1000,0,0,0,0,1000,0,0,89667
ct_ct_add,scalar,1,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,90
ct_ct_add,scalar,10,8192,130,25,"40,30,30,30",10,0,0,0,0,10,0,0,896
ct_ct_add,scalar,50,8192,130,25,"40,30,30,30",50,0,0,0,0,50,0,0,4477
ct_ct_add,scalar,80,8192,130,25,"40,30,30,30",80,0,0,0,0,80,0,0,7161
ct_ct_add,scalar,100,8192,130,25,"40,30,30,30",100,0,0,0,0,100,0,0,8951
ct_ct_add,scalar,250,8192,130,25,"40,30,30,30",250,0,0,0,0,250,0,0,22380
ct_ct_add,scalar,500,8192,130,25,"40,30,30,30",500,0,0,0,0,500,0,0,44826
ct_ct_add,scalar,750,8192,130,25,"40,30,30,30",750,0,0,0,0,750,0,0,67608
ct_ct_add,scalar,1000,8192,130,25,"40,30,30,30",1000,0,0,0,0,1000,0,0,89739
ct_ct_add,scalar,1,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,241
ct_ct_add,scalar,10,16384,160,18,"40,30,30,30,30",10,0,0,0,0,10,0,0,2370
ct_ct_add,scalar,50,16384,160,18,"40,30,30,30,30",50,0,0,0,0,50,0,0,11858
ct_ct_add,scalar,80,16384,160,18,"40,30,30,30,30",80,0,0,0,0,80,0,0,18971
ct_ct_add,scalar,100,16384,160,18,"40,30,30,30,30",100,0,0,0,0,100,0,0,23762
ct_ct_add,scalar,250,16384,160,18,"40,30,30,30,30",250,0,0,0,0,250,0,0,59726
ct_ct_add,scalar,500,16384,160,18,"40,30,30,30,30",500,0,0,0,0,500,0,0,118704
ct_ct_add,scalar,750,16384,160,18,"40,30,30,30,30",750,0,0,0,0,750,0,0,177988
ct_ct_add,scalar,1000,16384,160,18,"40,30,30,30,30",1000,0,0,0,0,1000,0,0,237479
ct_ct_add,scalar,1,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,257
ct_ct_add,scalar,10,16384,160,20,"40,30,30,30,30",10,0,0,0,0,10,0,0,2370
ct_ct_add,scalar,50,16384,160,20,"40,30,30,30,30",50,0,0,0,0,50,0,0,11856
ct_ct_add,scalar,80,16384,160,20,"40,30,30,30,30",80,0,0,0,0,80,0,0,18963
ct_ct_add,scalar,100,16384,160,20,"40,30,30,30,30",100,0,0,0,0,100,0,0,23704
ct_ct_add,scalar,250,16384,160,20,"40,30,30,30,30",250,0,0,0,0,250,0,0,59448
ct_ct_add,scalar,500,16384,160,20,"40,30,30,30,30",500,0,0,0,0,500,0,0,118778
ct_ct_add,scalar,750,16384,160,20,"40,30,30,30,30",750,0,0,0,0,750,0,0,178085
ct_ct_add,scalar,1000,16384,160,20,"40,30,30,30,30",1000,0,0,0,0,1000,0,0,237402
ct_ct_add,scalar,1,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,240
ct_ct_add,scalar,10,16384,160,25,"40,30,30,30,30",10,0,0,0,0,10,0,0,2379
ct_ct_add,scalar,50,16384,160,25,"40,30,30,30,30",50,0,0,0,0,50,0,0,11878
ct_ct_add,scalar,80,16384,160,25,"40,30,30,30,30",80,0,0,0,0,80,0,0,18963
ct_ct_add,scalar,100,16384,160,25,"40,30,30,30,30",100,0,0,0,0,100,0,0,23701
ct_ct_add,scalar,250,16384,160,25,"40,30,30,30,30",250,0,0,0,0,250,0,0,59454
ct_ct_add,scalar,500,16384,160,25,"40,30,30,30,30",500,0,0,0,0,500,0,0,118722
ct_ct_add,scalar,750,16384,160,25,"40,30,30,30,30",750,0,0,0,0,750,0,0,178237
ct_ct_add,scalar,1000,16384,160,25,"40,30,30,30,30",1000,0,0,0,0,1000,0,0,237346
ct_ct_add,scalar,1,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,300
ct_ct_add,scalar,10,16384,260,18,"50,40,40,40,40,50",10,0,0,0,0,10,0,0,2981
ct_ct_add,scalar,50,16384,260,18,"50,40,40,40,40,50",50,0,0,0,0,50,0,0,14819
ct_ct_add,scalar,80,16384,260,18,"50,40,40,40,40,50",80,0,0,0,0,80,0,0,23688
ct_ct_add,scalar,100,16384,260,18,"50,40,40,40,40,50",100,0,0,0,0,100,0,0,29791
ct_ct_add,scalar,250,16384,260,18,"50,40,40,40,40,50",250,0,0,0,0,250,0,0,74012
ct_ct_add,scalar,500,16384,260,18,"50,40,40,40,40,50",500,0,0,0,0,500,0,0,148622
ct_ct_add,scalar,750,16384,260,18,"50,40,40,40,40,50",750,0,0,0,0,750,0,0,223763
ct_ct_add,scalar,1000,16384,260,18,"50,40,40,40,40,50",1000,0,0,0,0,1000,0,0,298335
ct_ct_add,scalar,1,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,298
ct_ct_add,scalar,10,16384,260,20,"50,40,40,40,40,50",10,0,0,0,0,10,0,0,2971
ct_ct_add,scalar,50,16384,260,20,"50,40,40,40,40,50",50,0,0,0,0,50,0,0,14846
ct_ct_add,scalar,80,16384,260,20,"50,40,40,40,40,50",80,0,0,0,0,80,0,0,23753
ct_ct_add,scalar,100,16384,260,20,"50,40,40,40,40,50",100,0,0,0,0,100,0,0,29866
ct_ct_add,scalar,250,16384,260,20,"50,40,40,40,40,50",250,0,0,0,0,250,0,0,74311
ct_ct_add,scalar,500,16384,260,20,"50,40,40,40,40,50",500,0,0,0,0,500,0,0,148775
ct_ct_add,scalar,750,16384,260,20,"50,40,40,40,40,50",750,0,0,0,0,750,0,0,223074
ct_ct_add,scalar,1000,16384,260,20,"50,40,40,40,40,50",1000,0,0,0,0,1000,0,0,297288
ct_ct_add,scalar,1,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,298
ct_ct_add,scalar,10,16384,260,25,"50,40,40,40,40,50",10,0,0,0,0,10,0,0,2971
ct_ct_add,scalar,50,16384,260,25,"50,40,40,40,40,50",50,0,0,0,0,50,0,0,14857
ct_ct_add,scalar,80,16384,260,25,"50,40,40,40,40,50",80,0,0,0,0,80,0,0,23743
ct_ct_add,scalar,100,16384,260,25,"50,40,40,40,40,50",100,0,0,0,0,100,0,0,29682
ct_ct_add,scalar,250,16384,260,25,"50,40,40,40,40,50",250,0,0,0,0,250,0,0,74340
ct_ct_add,scalar,500,16384,260,25,"50,40,40,40,40,50",500,0,0,0,0,500,0,0,148549
ct_ct_add,scalar,750,16384,260,25,"50,40,40,40,40,50",750,0,0,0,0,750,0,0,222989
ct_ct_add,scalar,1000,16384,260,25,"50,40,40,40,40,50",1000,0,0,0,0,1000,0,0,297351
ct_ct_add,scalar,1,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,239
ct_ct_add,scalar,10,16384,270,18,"60,50,50,50,60",10,0,0,0,0,10,0,0,2380
ct_ct_add,scalar,50,16384,270,18,"60,50,50,50,60",50,0,0,0,0,50,0,0,11886
ct_ct_add,scalar,80,16384,270,18,"60,50,50,50,60",80,0,0,0,0,80,0,0,19020
ct_ct_add,scalar,100,16384,270,18,"60,50,50,50,60",100,0,0,0,0,100,0,0,23801
ct_ct_add,scalar,250,16384,270,18,"60,50,50,50,60",250,0,0,0,0,250,0,0,59507
ct_ct_add,scalar,500,16384,270,18,"60,50,50,50,60",500,0,0,0,0,500,0,0,119066
ct_ct_add,scalar,750,16384,270,18,"60,50,50,50,60",750,0,0,0,0,750,0,0,178532
ct_ct_add,scalar,1000,16384,270,18,"60,50,50,50,60",1000,0,0,0,0,1000,0,0,238105
ct_ct_add,scalar,1,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,238
ct_ct_add,scalar,10,16384,270,20,"60,50,50,50,60",10,0,0,0,0,10,0,0,2379
ct_ct_add,scalar,50,16384,270,20,"60,50,50,50,60",50,0,0,0,0,50,0,0,11887
ct_ct_add,scalar,80,16384,270,20,"60,50,50,50,60",80,0,0,0,0,80,0,0,19045
ct_ct_add,scalar,100,16384,270,20,"60,50,50,50,60",100,0,0,0,0,100,0,0,23783
ct_ct_add,scalar,250,16384,270,20,"60,50,50,50,60",250,0,0,0,0,250,0,0,59627
ct_ct_add,scalar,500,16384,270,20,"60,50,50,50,60",500,0,0,0,0,500,0,0,119012
ct_ct_add,scalar,750,16384,270,20,"60,50,50,50,60",750,0,0,0,0,750,0,0,178573
ct_ct_add,scalar,1000,16384,270,20,"60,50,50,50,60",1000,0,0,0,0,1000,0,0,237991
ct_ct_add,scalar,1,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,239
ct_ct_add,scalar,10,16384,270,25,"60,50,50,50,60",10,0,0,0,0,10,0,0,2383
ct_ct_add,scalar,50,16384,270,25,"60,50,50,50,60",50,0,0,0,0,50,0,0,11898
ct_ct_add,scalar,80,16384,270,25,"60,50,50,50,60",80,0,0,0,0,80,0,0,19036
ct_ct_add,scalar,100,16384,270,25,"60,50,50,50,60",100,0,0,0,0,100,0,0,23777
ct_ct_add,scalar,250,16384,270,25,"60,50,50,50,60",250,0,0,0,0,250,0,0,59434
ct_ct_add,scalar,500,16384,270,25,"60,50,50,50,60",500,0,0,0,0,500,0,0,118978
ct_ct_add,scalar,750,16384,270,25,"60,50,50,50,60",750,0,0,0,0,750,0,0,178526
ct_ct_add,scalar,1000,16384,270,25,"60,50,50,50,60",1000,0,0,0,0,1000,0,0,238158
ct_ct_add,vector,1,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4412
ct_ct_add,vector,10,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4403
ct_ct_add,vector,50,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4401
ct_ct_add,vector,80,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4397
ct_ct_add,vector,100,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4398
ct_ct_add,vector,250,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4404
ct_ct_add,vector,500,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4401
ct_ct_add,vector,750,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4397
ct_ct_add,vector,1000,4096,90,18,"30,30,30",1,0,0,0,0,1,0,0,4401
ct_ct_add,vector,1,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4405
ct_ct_add,vector,10,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4400
ct_ct_add,vector,50,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4406
ct_ct_add,vector,80,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4398
ct_ct_add,vector,100,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4403
ct_ct_add,vector,250,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4402
ct_ct_add,vector,500,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4400
ct_ct_add,vector,750,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4411
ct_ct_add,vector,1000,4096,90,20,"30,30,30",1,0,0,0,0,1,0,0,4403
ct_ct_add,vector,1,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4399
ct_ct_add,vector,10,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4403
ct_ct_add,vector,50,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4404
ct_ct_add,vector,80,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4404
ct_ct_add,vector,100,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4403
ct_ct_add,vector,250,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4403
ct_ct_add,vector,500,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4401
ct_ct_add,vector,750,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4401
ct_ct_add,vector,1000,4096,90,25,"30,30,30",1,0,0,0,0,1,0,0,4393
ct_ct_add,vector,1,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10719
ct_ct_add,vector,10,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10711
ct_ct_add,vector,50,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10715
ct_ct_add,vector,80,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10699
ct_ct_add,vector,100,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10717
ct_ct_add,vector,250,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10717
ct_ct_add,vector,500,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10715
ct_ct_add,vector,750,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10708
ct_ct_add,vector,1000,8192,130,18,"40,30,30,30",1,0,0,0,0,1,0,0,10721
ct_ct_add,vector,1,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10706
ct_ct_add,vector,10,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10714
ct_ct_add,vector,50,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10716
ct_ct_add,vector,80,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10708
ct_ct_add,vector,100,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10753
ct_ct_add,vector,250,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10704
ct_ct_add,vector,500,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10700
ct_ct_add,vector,750,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10709
ct_ct_add,vector,1000,8192,130,20,"40,30,30,30",1,0,0,0,0,1,0,0,10713
ct_ct_add,vector,1,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10714
ct_ct_add,vector,10,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10710
ct_ct_add,vector,50,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10703
ct_ct_add,vector,80,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10713
ct_ct_add,vector,100,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10754
ct_ct_add,vector,250,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10706
ct_ct_add,vector,500,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10726
ct_ct_add,vector,750,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10699
ct_ct_add,vector,1000,8192,130,25,"40,30,30,30",1,0,0,0,0,1,0,0,10702
ct_ct_add,vector,1,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26118
ct_ct_add,vector,10,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26117
ct_ct_add,vector,50,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26122
ct_ct_add,vector,80,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26116
ct_ct_add,vector,100,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26145
ct_ct_add,vector,250,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26148
ct_ct_add,vector,500,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26142
ct_ct_add,vector,750,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26144
ct_ct_add,vector,1000,16384,160,18,"40,30,30,30,30",1,0,0,0,0,1,0,0,26331
ct_ct_add,vector,1,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26127
ct_ct_add,vector,10,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26115
ct_ct_add,vector,50,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26121
ct_ct_add,vector,80,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26116
ct_ct_add,vector,100,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26145
ct_ct_add,vector,250,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26150
ct_ct_add,vector,500,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26155
ct_ct_add,vector,750,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26134
ct_ct_add,vector,1000,16384,160,20,"40,30,30,30,30",1,0,0,0,0,1,0,0,26146
ct_ct_add,vector,1,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26109
ct_ct_add,vector,10,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26136
ct_ct_add,vector,50,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26121
ct_ct_add,vector,80,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26118
ct_ct_add,vector,100,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26182
ct_ct_add,vector,250,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26154
ct_ct_add,vector,500,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26143
ct_ct_add,vector,750,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26150
ct_ct_add,vector,1000,16384,160,25,"40,30,30,30,30",1,0,0,0,0,1,0,0,26166
ct_ct_add,vector,1,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29928
ct_ct_add,vector,10,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29938
ct_ct_add,vector,50,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29925
ct_ct_add,vector,80,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,30125
ct_ct_add,vector,100,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,30128
ct_ct_add,vector,250,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29924
ct_ct_add,vector,500,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29931
ct_ct_add,vector,750,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29980
ct_ct_add,vector,1000,16384,260,18,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29920
ct_ct_add,vector,1,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29937
ct_ct_add,vector,10,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29940
ct_ct_add,vector,50,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29930
ct_ct_add,vector,80,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29920
ct_ct_add,vector,100,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29969
ct_ct_add,vector,250,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29927
ct_ct_add,vector,500,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29966
ct_ct_add,vector,750,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29940
ct_ct_add,vector,1000,16384,260,20,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29931
ct_ct_add,vector,1,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29933
ct_ct_add,vector,10,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29924
ct_ct_add,vector,50,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29909
ct_ct_add,vector,80,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29970
ct_ct_add,vector,100,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29936
ct_ct_add,vector,250,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29936
ct_ct_add,vector,500,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29961
ct_ct_add,vector,750,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29924
ct_ct_add,vector,1000,16384,260,25,"50,40,40,40,40,50",1,0,0,0,0,1,0,0,29948
ct_ct_add,vector,1,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26722
ct_ct_add,vector,10,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26601
ct_ct_add,vector,50,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26594
ct_ct_add,vector,80,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26595
ct_ct_add,vector,100,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26571
ct_ct_add,vector,250,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26570
ct_ct_add,vector,500,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26569
ct_ct_add,vector,750,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26553
ct_ct_add,vector,1000,16384,270,18,"60,50,50,50,60",1,0,0,0,0,1,0,0,26561
ct_ct_add,vector,1,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26575
ct_ct_add,vector,10,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26577
ct_ct_add,vector,50,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26596
ct_ct_add,vector,80,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26583
ct_ct_add,vector,100,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26565
ct_ct_add,vector,250,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26558
ct_ct_add,vector,500,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26565
ct_ct_add,vector,750,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26555
ct_ct_add,vector,1000,16384,270,20,"60,50,50,50,60",1,0,0,0,0,1,0,0,26569
ct_ct_add,vector,1,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26587
ct_ct_add,vector,10,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26569
ct_ct_add,vector,50,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26581
ct_ct_add,vector,80,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26589
ct_ct_add,vector,100,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26569
ct_ct_add,vector,250,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26581
ct_ct_add,vector,500,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26566
ct_ct_add,vector,750,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26577
ct_ct_add,vector,1000,16384,270,25,"60,50,50,50,60",1,0,0,0,0,1,0,0,26579
pl_ct_mul,scalar,1,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,2424
pl_ct_mul,scalar,10,4096,90,18,"30,30,30",10,10,0,0,0,0,10,0,2803
pl_ct_mul,scalar,50,4096,90,18,"30,30,30",50,50,0,0,0,0,50,0,4529
pl_ct_mul,scalar,80,4096,90,18,"30,30,30",80,80,0,0,0,0,80,0,5817
pl_ct_mul,scalar,100,4096,90,18,"30,30,30",100,100,0,0,0,0,100,0,6684
pl_ct_mul,scalar,250,4096,90,18,"30,30,30",250,250,0,0,0,0,250,0,13149
pl_ct_mul,scalar,500,4096,90,18,"30,30,30",500,500,0,0,0,0,500,0,24005
pl_ct_mul,scalar,750,4096,90,18,"30,30,30",750,750,0,0,0,0,750,0,34727
pl_ct_mul,scalar,1000,4096,90,18,"30,30,30",1000,1000,0,0,0,0,1000,0,45641
pl_ct_mul,scalar,1,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,2423
pl_ct_mul,scalar,10,4096,90,20,"30,30,30",10,10,0,0,0,0,10,0,2813
pl_ct_mul,scalar,50,4096,90,20,"30,30,30",50,50,0,0,0,0,50,0,4533
pl_ct_mul,scalar,80,4096,90,20,"30,30,30",80,80,0,0,0,0,80,0,5825
pl_ct_mul,scalar,100,4096,90,20,"30,30,30",100,100,0,0,0,0,100,0,6689
pl_ct_mul,scalar,250,4096,90,20,"30,30,30",250,250,0,0,0,0,250,0,13127
pl_ct_mul,scalar,500,4096,90,20,"30,30,30",500,500,0,0,0,0,500,0,23909
pl_ct_mul,scalar,750,4096,90,20,"30,30,30",750,750,0,0,0,0,750,0,34638
pl_ct_mul,scalar,1000,4096,90,20,"30,30,30",1000,1000,0,0,0,0,1000,0,45415
pl_ct_mul,scalar,1,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,2423
pl_ct_mul,scalar,10,4096,90,25,"30,30,30",10,10,0,0,0,0,10,0,2810
