program_name,variant_type,op_count_or_size,poly_modulus_degree,coeff_modulus_size_bits,plain_modulus_bit_size,coeff_modulus_prime_bits_csv,depth,mul_depth,ct_ct_muls,relinearizations,rotations,ct_ct_adds,pl_ct_muls,pl_ct_adds,median_execution_time_us
pl_ct_mul,scalar,50,4096,90,25,"30,30,30",50,50,0,0,0,0,50,0,4530
pl_ct_mul,scalar,80,4096,90,25,"30,30,30",80,80,0,0,0,0,80,0,5820
pl_ct_mul,scalar,100,4096,90,25,"30,30,30",100,100,0,0,0,0,100,0,6687
pl_ct_mul,scalar,250,4096,90,25,"30,30,30",250,250,0,0,0,0,250,0,13154
pl_ct_mul,scalar,500,4096,90,25,"30,30,30",500,500,0,0,0,0,500,0,23899
pl_ct_mul,scalar,750,4096,90,25,"30,30,30",750,750,0,0,0,0,750,0,34716
pl_ct_mul,scalar,1000,4096,90,25,"30,30,30",1000,1000,0,0,0,0,1000,0,45370
pl_ct_mul,scalar,1,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,5883
pl_ct_mul,scalar,10,8192,130,18,"40,30,30,30",10,10,0,0,0,0,10,0,6996
pl_ct_mul,scalar,50,8192,130,18,"40,30,30,30",50,50,0,0,0,0,50,0,12070
pl_ct_mul,scalar,80,8192,130,18,"40,30,30,30",80,80,0,0,0,0,80,0,15727
pl_ct_mul,scalar,100,8192,130,18,"40,30,30,30",100,100,0,0,0,0,100,0,18157
pl_ct_mul,scalar,250,8192,130,18,"40,30,30,30",250,250,0,0,0,0,250,0,36773
pl_ct_mul,scalar,500,8192,130,18,"40,30,30,30",500,500,0,0,0,0,500,0,67881
pl_ct_mul,scalar,750,8192,130,18,"40,30,30,30",750,750,0,0,0,0,750,0,99005
pl_ct_mul,scalar,1000,8192,130,18,"40,30,30,30",1000,1000,0,0,0,0,1000,0,130002
pl_ct_mul,scalar,1,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,5907
pl_ct_mul,scalar,10,8192,130,20,"40,30,30,30",10,10,0,0,0,0,10,0,7014
pl_ct_mul,scalar,50,8192,130,20,"40,30,30,30",50,50,0,0,0,0,50,0,11969
pl_ct_mul,scalar,80,8192,130,20,"40,30,30,30",80,80,0,0,0,0,80,0,15681
pl_ct_mul,scalar,100,8192,130,20,"40,30,30,30",100,100,0,0,0,0,100,0,18325
pl_ct_mul,scalar,250,8192,130,20,"40,30,30,30",250,250,0,0,0,0,250,0,36896
pl_ct_mul,scalar,500,8192,130,20,"40,30,30,30",500,500,0,0,0,0,500,0,67885
pl_ct_mul,scalar,750,8192,130,20,"40,30,30,30",750,750,0,0,0,0,750,0,98975
pl_ct_mul,scalar,1000,8192,130,20,"40,30,30,30",1000,1000,0,0,0,0,1000,0,129680
pl_ct_mul,scalar,1,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,5883
pl_ct_mul,scalar,10,8192,130,25,"40,30,30,30",10,10,0,0,0,0,10,0,7034
pl_ct_mul,scalar,50,8192,130,25,"40,30,30,30",50,50,0,0,0,0,50,0,11970
pl_ct_mul,scalar,80,8192,130,25,"40,30,30,30",80,80,0,0,0,0,80,0,15696
pl_ct_mul,scalar,100,8192,130,25,"40,30,30,30",100,100,0,0,0,0,100,0,18179
pl_ct_mul,scalar,250,8192,130,25,"40,30,30,30",250,250,0,0,0,0,250,0,36772
pl_ct_mul,scalar,500,8192,130,25,"40,30,30,30",500,500,0,0,0,0,500,0,67687
pl_ct_mul,scalar,750,8192,130,25,"40,30,30,30",750,750,0,0,0,0,750,0,98738
pl_ct_mul,scalar,1000,8192,130,25,"40,30,30,30",1000,1000,0,0,0,0,1000,0,129925
pl_ct_mul,scalar,1,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,14488
pl_ct_mul,scalar,10,16384,160,18,"40,30,30,30,30",10,10,0,0,0,0,10,0,17420
pl_ct_mul,scalar,50,16384,160,18,"40,30,30,30,30",50,50,0,0,0,0,50,0,30528
pl_ct_mul,scalar,80,16384,160,18,"40,30,30,30,30",80,80,0,0,0,0,80,0,40416
pl_ct_mul,scalar,100,16384,160,18,"40,30,30,30,30",100,100,0,0,0,0,100,0,46979
pl_ct_mul,scalar,250,16384,160,18,"40,30,30,30,30",250,250,0,0,0,0,250,0,95975
pl_ct_mul,scalar,500,16384,160,18,"40,30,30,30,30",500,500,0,0,0,0,500,0,177589
pl_ct_mul,scalar,750,16384,160,18,"40,30,30,30,30",750,750,0,0,0,0,750,0,260130
pl_ct_mul,scalar,1000,16384,160,18,"40,30,30,30,30",1000,1000,0,0,0,0,1000,0,341812
pl_ct_mul,scalar,1,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,14582
pl_ct_mul,scalar,10,16384,160,20,"40,30,30,30,30",10,10,0,0,0,0,10,0,17603
pl_ct_mul,scalar,50,16384,160,20,"40,30,30,30,30",50,50,0,0,0,0,50,0,30811
pl_ct_mul,scalar,80,16384,160,20,"40,30,30,30,30",80,80,0,0,0,0,80,0,40445
pl_ct_mul,scalar,100,16384,160,20,"40,30,30,30,30",100,100,0,0,0,0,100,0,47142
pl_ct_mul,scalar,250,16384,160,20,"40,30,30,30,30",250,250,0,0,0,0,250,0,96202
pl_ct_mul,scalar,500,16384,160,20,"40,30,30,30,30",500,500,0,0,0,0,500,0,177637
pl_ct_mul,scalar,750,16384,160,20,"40,30,30,30,30",750,750,0,0,0,0,750,0,260318
pl_ct_mul,scalar,1000,16384,160,20,"40,30,30,30,30",1000,1000,0,0,0,0,1000,0,343222
pl_ct_mul,scalar,1,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,14567
pl_ct_mul,scalar,10,16384,160,25,"40,30,30,30,30",10,10,0,0,0,0,10,0,17566
pl_ct_mul,scalar,50,16384,160,25,"40,30,30,30,30",50,50,0,0,0,0,50,0,30928
pl_ct_mul,scalar,80,16384,160,25,"40,30,30,30,30",80,80,0,0,0,0,80,0,40560
pl_ct_mul,scalar,100,16384,160,25,"40,30,30,30,30",100,100,0,0,0,0,100,0,47119
pl_ct_mul,scalar,250,16384,160,25,"40,30,30,30,30",250,250,0,0,0,0,250,0,96262
pl_ct_mul,scalar,500,16384,160,25,"40,30,30,30,30",500,500,0,0,0,0,500,0,178381
pl_ct_mul,scalar,750,16384,160,25,"40,30,30,30,30",750,750,0,0,0,0,750,0,260547
pl_ct_mul,scalar,1000,16384,160,25,"40,30,30,30,30",1000,1000,0,0,0,0,1000,0,340987
pl_ct_mul,scalar,1,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,16929
pl_ct_mul,scalar,10,16384,260,18,"50,40,40,40,40,50",10,10,0,0,0,0,10,0,20658
pl_ct_mul,scalar,50,16384,260,18,"50,40,40,40,40,50",50,50,0,0,0,0,50,0,36916
pl_ct_mul,scalar,80,16384,260,18,"50,40,40,40,40,50",80,80,0,0,0,0,80,0,49049
pl_ct_mul,scalar,100,16384,260,18,"50,40,40,40,40,50",100,100,0,0,0,0,100,0,57221
pl_ct_mul,scalar,250,16384,260,18,"50,40,40,40,40,50",250,250,0,0,0,0,250,0,120501
pl_ct_mul,scalar,500,16384,260,18,"50,40,40,40,40,50",500,500,0,0,0,0,500,0,225124
pl_ct_mul,scalar,750,16384,260,18,"50,40,40,40,40,50",750,750,0,0,0,0,750,0,327988
pl_ct_mul,scalar,1000,16384,260,18,"50,40,40,40,40,50",1000,1000,0,0,0,0,1000,0,427839
pl_ct_mul,scalar,1,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,16923
pl_ct_mul,scalar,10,16384,260,20,"50,40,40,40,40,50",10,10,0,0,0,0,10,0,20666
pl_ct_mul,scalar,50,16384,260,20,"50,40,40,40,40,50",50,50,0,0,0,0,50,0,37356
pl_ct_mul,scalar,80,16384,260,20,"50,40,40,40,40,50",80,80,0,0,0,0,80,0,49868
pl_ct_mul,scalar,100,16384,260,20,"50,40,40,40,40,50",100,100,0,0,0,0,100,0,58170
pl_ct_mul,scalar,250,16384,260,20,"50,40,40,40,40,50",250,250,0,0,0,0,250,0,118515
pl_ct_mul,scalar,500,16384,260,20,"50,40,40,40,40,50",500,500,0,0,0,0,500,0,220692
pl_ct_mul,scalar,750,16384,260,20,"50,40,40,40,40,50",750,750,0,0,0,0,750,0,321480
pl_ct_mul,scalar,1000,16384,260,20,"50,40,40,40,40,50",1000,1000,0,0,0,0,1000,0,423418
pl_ct_mul,scalar,1,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,16863
pl_ct_mul,scalar,10,16384,260,25,"50,40,40,40,40,50",10,10,0,0,0,0,10,0,20488
pl_ct_mul,scalar,50,16384,260,25,"50,40,40,40,40,50",50,50,0,0,0,0,50,0,36854
pl_ct_mul,scalar,80,16384,260,25,"50,40,40,40,40,50",80,80,0,0,0,0,80,0,48958
pl_ct_mul,scalar,100,16384,260,25,"50,40,40,40,40,50",100,100,0,0,0,0,100,0,57155
pl_ct_mul,scalar,250,16384,260,25,"50,40,40,40,40,50",250,250,0,0,0,0,250,0,120985
pl_ct_mul,scalar,500,16384,260,25,"50,40,40,40,40,50",500,500,0,0,0,0,500,0,225678
pl_ct_mul,scalar,750,16384,260,25,"50,40,40,40,40,50",750,750,0,0,0,0,750,0,320411
pl_ct_mul,scalar,1000,16384,260,25,"50,40,40,40,40,50",1000,1000,0,0,0,0,1000,0,420664
pl_ct_mul,scalar,1,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,14625
pl_ct_mul,scalar,10,16384,270,18,"60,50,50,50,60",10,10,0,0,0,0,10,0,17721
pl_ct_mul,scalar,50,16384,270,18,"60,50,50,50,60",50,50,0,0,0,0,50,0,30795
pl_ct_mul,scalar,80,16384,270,18,"60,50,50,50,60",80,80,0,0,0,0,80,0,40589
pl_ct_mul,scalar,100,16384,270,18,"60,50,50,50,60",100,100,0,0,0,0,100,0,47217
pl_ct_mul,scalar,250,16384,270,18,"60,50,50,50,60",250,250,0,0,0,0,250,0,96211
pl_ct_mul,scalar,500,16384,270,18,"60,50,50,50,60",500,500,0,0,0,0,500,0,178737
pl_ct_mul,scalar,750,16384,270,18,"60,50,50,50,60",750,750,0,0,0,0,750,0,260251
pl_ct_mul,scalar,1000,16384,270,18,"60,50,50,50,60",1000,1000,0,0,0,0,1000,0,341902
pl_ct_mul,scalar,1,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,14544
pl_ct_mul,scalar,10,16384,270,20,"60,50,50,50,60",10,10,0,0,0,0,10,0,17566
pl_ct_mul,scalar,50,16384,270,20,"60,50,50,50,60",50,50,0,0,0,0,50,0,30814
pl_ct_mul,scalar,80,16384,270,20,"60,50,50,50,60",80,80,0,0,0,0,80,0,40646
pl_ct_mul,scalar,100,16384,270,20,"60,50,50,50,60",100,100,0,0,0,0,100,0,46903
pl_ct_mul,scalar,250,16384,270,20,"60,50,50,50,60",250,250,0,0,0,0,250,0,96173
pl_ct_mul,scalar,500,16384,270,20,"60,50,50,50,60",500,500,0,0,0,0,500,0,177619
pl_ct_mul,scalar,750,16384,270,20,"60,50,50,50,60",750,750,0,0,0,0,750,0,260135
pl_ct_mul,scalar,1000,16384,270,20,"60,50,50,50,60",1000,1000,0,0,0,0,1000,0,339128
pl_ct_mul,scalar,1,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,14869
pl_ct_mul,scalar,10,16384,270,25,"60,50,50,50,60",10,10,0,0,0,0,10,0,17783
pl_ct_mul,scalar,50,16384,270,25,"60,50,50,50,60",50,50,0,0,0,0,50,0,30691
pl_ct_mul,scalar,80,16384,270,25,"60,50,50,50,60",80,80,0,0,0,0,80,0,40181
pl_ct_mul,scalar,100,16384,270,25,"60,50,50,50,60",100,100,0,0,0,0,100,0,46608
pl_ct_mul,scalar,250,16384,270,25,"60,50,50,50,60",250,250,0,0,0,0,250,0,95799
pl_ct_mul,scalar,500,16384,270,25,"60,50,50,50,60",500,500,0,0,0,0,500,0,176856
pl_ct_mul,scalar,750,16384,270,25,"60,50,50,50,60",750,750,0,0,0,0,750,0,256614
pl_ct_mul,scalar,1000,16384,270,25,"60,50,50,50,60",1000,1000,0,0,0,0,1000,0,338858
pl_ct_mul,vector,1,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3344
pl_ct_mul,vector,10,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3334
pl_ct_mul,vector,50,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3331
pl_ct_mul,vector,80,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3329
pl_ct_mul,vector,100,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3334
pl_ct_mul,vector,250,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3332
pl_ct_mul,vector,500,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3333
pl_ct_mul,vector,750,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3340
pl_ct_mul,vector,1000,4096,90,18,"30,30,30",1,1,0,0,0,0,1,0,3341
pl_ct_mul,vector,1,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3330
pl_ct_mul,vector,10,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3334
pl_ct_mul,vector,50,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3333
pl_ct_mul,vector,80,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3332
pl_ct_mul,vector,100,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3336
pl_ct_mul,vector,250,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3287
pl_ct_mul,vector,500,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3290
pl_ct_mul,vector,750,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3301
pl_ct_mul,vector,1000,4096,90,20,"30,30,30",1,1,0,0,0,0,1,0,3333
pl_ct_mul,vector,1,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3327
pl_ct_mul,vector,10,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3330
pl_ct_mul,vector,50,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3327
pl_ct_mul,vector,80,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3332
pl_ct_mul,vector,100,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3273
pl_ct_mul,vector,250,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3259
pl_ct_mul,vector,500,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3260
pl_ct_mul,vector,750,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3269
pl_ct_mul,vector,1000,4096,90,25,"30,30,30",1,1,0,0,0,0,1,0,3261
pl_ct_mul,vector,1,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8740
pl_ct_mul,vector,10,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8752
pl_ct_mul,vector,50,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8803
pl_ct_mul,vector,80,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8802
pl_ct_mul,vector,100,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8793
pl_ct_mul,vector,250,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8788
pl_ct_mul,vector,500,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8794
pl_ct_mul,vector,750,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8801
pl_ct_mul,vector,1000,8192,130,18,"40,30,30,30",1,1,0,0,0,0,1,0,8730
pl_ct_mul,vector,1,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8752
pl_ct_mul,vector,10,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8750
pl_ct_mul,vector,50,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8749
pl_ct_mul,vector,80,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8748
pl_ct_mul,vector,100,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8751
pl_ct_mul,vector,250,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8760
pl_ct_mul,vector,500,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8754
pl_ct_mul,vector,750,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8751
pl_ct_mul,vector,1000,8192,130,20,"40,30,30,30",1,1,0,0,0,0,1,0,8717
pl_ct_mul,vector,1,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8753
pl_ct_mul,vector,10,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8751
pl_ct_mul,vector,50,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8747
pl_ct_mul,vector,80,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8752
pl_ct_mul,vector,100,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8800
pl_ct_mul,vector,250,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8793
pl_ct_mul,vector,500,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8790
pl_ct_mul,vector,750,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8792
pl_ct_mul,vector,1000,8192,130,25,"40,30,30,30",1,1,0,0,0,0,1,0,8762
pl_ct_mul,vector,1,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22251
pl_ct_mul,vector,10,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22453
pl_ct_mul,vector,50,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22267
pl_ct_mul,vector,80,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22286
pl_ct_mul,vector,100,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22258
pl_ct_mul,vector,250,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22334
pl_ct_mul,vector,500,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22318
pl_ct_mul,vector,750,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22433
pl_ct_mul,vector,1000,16384,160,18,"40,30,30,30,30",1,1,0,0,0,0,1,0,22264
pl_ct_mul,vector,1,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22448
pl_ct_mul,vector,10,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22448
pl_ct_mul,vector,50,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22273
pl_ct_mul,vector,80,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22267
pl_ct_mul,vector,100,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22347
pl_ct_mul,vector,250,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22315
pl_ct_mul,vector,500,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22427
pl_ct_mul,vector,750,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22254
pl_ct_mul,vector,1000,16384,160,20,"40,30,30,30,30",1,1,0,0,0,0,1,0,22426
pl_ct_mul,vector,1,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22444
pl_ct_mul,vector,10,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22266
pl_ct_mul,vector,50,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22271
pl_ct_mul,vector,80,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22357
pl_ct_mul,vector,100,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22318
pl_ct_mul,vector,250,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22437
pl_ct_mul,vector,500,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22261
pl_ct_mul,vector,750,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22256
pl_ct_mul,vector,1000,16384,160,25,"40,30,30,30,30",1,1,0,0,0,0,1,0,22436
pl_ct_mul,vector,1,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26066
pl_ct_mul,vector,10,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26089
pl_ct_mul,vector,50,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26169
pl_ct_mul,vector,80,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26327
pl_ct_mul,vector,100,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26090
pl_ct_mul,vector,250,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26082
pl_ct_mul,vector,500,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26103
pl_ct_mul,vector,750,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26180
pl_ct_mul,vector,1000,16384,260,18,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26422
pl_ct_mul,vector,1,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26327
pl_ct_mul,vector,10,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26084
pl_ct_mul,vector,50,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26094
pl_ct_mul,vector,80,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26092
pl_ct_mul,vector,100,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26089
pl_ct_mul,vector,250,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26178
pl_ct_mul,vector,500,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26175
pl_ct_mul,vector,750,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26335
pl_ct_mul,vector,1000,16384,260,20,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26307
pl_ct_mul,vector,1,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26096
pl_ct_mul,vector,10,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26084
pl_ct_mul,vector,50,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26098
pl_ct_mul,vector,80,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26155
pl_ct_mul,vector,100,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26211
pl_ct_mul,vector,250,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26095
pl_ct_mul,vector,500,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26100
pl_ct_mul,vector,750,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26182
pl_ct_mul,vector,1000,16384,260,25,"50,40,40,40,40,50",1,1,0,0,0,0,1,0,26336
pl_ct_mul,vector,1,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22371
pl_ct_mul,vector,10,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22377
pl_ct_mul,vector,50,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22318
pl_ct_mul,vector,80,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22307
pl_ct_mul,vector,100,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22292
pl_ct_mul,vector,250,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22292
pl_ct_mul,vector,500,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22492
pl_ct_mul,vector,750,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22481
pl_ct_mul,vector,1000,16384,270,18,"60,50,50,50,60",1,1,0,0,0,0,1,0,22373
pl_ct_mul,vector,1,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22476
pl_ct_mul,vector,10,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22218
pl_ct_mul,vector,50,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22224
pl_ct_mul,vector,80,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22228
pl_ct_mul,vector,100,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22205
pl_ct_mul,vector,250,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22374
pl_ct_mul,vector,500,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22282
pl_ct_mul,vector,750,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22373
pl_ct_mul,vector,1000,16384,270,20,"60,50,50,50,60",1,1,0,0,0,0,1,0,22358
pl_ct_mul,vector,1,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22323
pl_ct_mul,vector,10,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22322
pl_ct_mul,vector,50,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22317
pl_ct_mul,vector,80,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22313
pl_ct_mul,vector,100,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22302
pl_ct_mul,vector,250,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22572
pl_ct_mul,vector,500,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22544
pl_ct_mul,vector,750,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22465
pl_ct_mul,vector,1000,16384,270,25,"60,50,50,50,60",1,1,0,0,0,0,1,0,22227
pl_ct_add,scalar,1,4096,90,18,"30,30,30",1,0,0,0,0,0,0,1,2494
pl_ct_add,scalar,10,4096,90,18,"30,30,30",10,0,0,0,0,0,0,10,3574
pl_ct_add,scalar,50,4096,90,18,"30,30,30",50,0,0,0,0,0,0,50,8371
pl_ct_add,scalar,80,4096,90,18,"30,30,30",80,0,0,0,0,0,0,80,11967
pl_ct_add,scalar,100,4096,90,18,"30,30,30",100,0,0,0,0,0,0,100,14365
pl_ct_add,scalar,250,4096,90,18,"30,30,30",250,0,0,0,0,0,0,250,32373
pl_ct_add,scalar,500,4096,90,18,"30,30,30",500,0,0,0,0,0,0,500,62544
pl_ct_add,scalar,750,4096,90,18,"30,30,30",750,0,0,0,0,0,0,750,92534
pl_ct_add,scalar,1000,4096,90,18,"30,30,30",1000,0,0,0,0,0,0,1000,122511
pl_ct_add,scalar,1,4096,90,20,"30,30,30",1,0,0,0,0,0,0,1,2486
pl_ct_add,scalar,10,4096,90,20,"30,30,30",10,0,0,0,0,0,0,10,3568
pl_ct_add,scalar,50,4096,90,20,"30,30,30",50,0,0,0,0,0,0,50,8447
pl_ct_add,scalar,80,4096,90,20,"30,30,30",80,0,0,0,0,0,0,80,12043
pl_ct_add,scalar,100,4096,90,20,"30,30,30",100,0,0,0,0,0,0,100,14444
pl_ct_add,scalar,250,4096,90,20,"30,30,30",250,0,0,0,0,0,0,250,32438
pl_ct_add,scalar,500,4096,90,20,"30,30,30",500,0,0,0,0,0,0,500,62627
pl_ct_add,scalar,750,4096,90,20,"30,30,30",750,0,0,0,0,0,0,750,92675
pl_ct_add,scalar,1000,4096,90,20,"30,30,30",1000,0,0,0,0,0,0,1000,122521
pl_ct_add,scalar,1,4096,90,25,"30,30,30",1,0,0,0,0,0,0,1,2493
pl_ct_add,scalar,10,4096,90,25,"30,30,30",10,0,0,0,0,0,0,10,3570
pl_ct_add,scalar,50,4096,90,25,"30,30,30",50,0,0,0,0,0,0,50,8377
pl_ct_add,scalar,80,4096,90,25,"30,30,30",80,0,0,0,0,0,0,80,11982
